,words,left,top,width,height,page,center_x,center_y,prop_height,prop_width,is_error
138,and,684,812,64,24,0,716.0,824.0,0.0166435506241331,0.0336842105263157,0
139,second,773,812,129,24,0,837.5,824.0,0.0166435506241331,0.0678947368421052,0
140,in,928,811,40,25,0,948.0,823.5,0.0173370319001386,0.0210526315789473,0
141,the,993,812,61,24,0,1023.5,824.0,0.0166435506241331,0.0321052631578947,0
142,open,1080,819,86,23,0,1123.0,830.5,0.0159500693481276,0.0452631578947368,0
143,era,1190,819,63,17,0,1221.5,827.5,0.0117891816920943,0.0331578947368421,0
144,with:,1276,811,102,25,0,1327.0,823.5,0.0173370319001386,0.0536842105263157,0
145,21,1410,815,39,21,0,1429.5,825.5,0.0145631067961165,0.0205263157894736,0
146,in,1478,811,40,25,0,1498.0,823.5,0.0173370319001386,0.0210526315789473,0
147,"singles,",1543,811,165,31,0,1625.5,826.5,0.0214979195561719,0.0868421052631579,0
148,13,1741,815,38,21,0,1760.0,825.5,0.0145631067961165,0.02,0
149,in,1808,811,40,25,0,1828.0,823.5,0.0173370319001386,0.0210526315789473,0
150,women's,0,905,152,21,0,76.0,915.5,0.0145631067961165,0.08,0
151,"doubles,",177,902,167,28,0,260.5,916.0,0.0194174757281553,0.0878947368421052,0
152,and,376,902,64,24,0,408.0,914.0,0.0166435506241331,0.0336842105263157,0
153,two,465,905,61,21,0,495.5,915.5,0.0145631067961165,0.0321052631578947,0
154,in,554,901,40,25,0,574.0,913.5,0.0173370319001386,0.0210526315789473,0
155,mixed,616,901,110,25,0,671.0,913.5,0.0173370319001386,0.0578947368421052,0
156,doubles.,749,902,167,24,0,832.5,914.0,0.0166435506241331,0.0878947368421052,0
157,She,948,902,62,24,0,979.0,914.0,0.0166435506241331,0.0326315789473684,0
158,is,1038,901,38,25,0,1057.0,913.5,0.0173370319001386,0.02,0
159,the,1103,902,61,24,0,1133.5,914.0,0.0166435506241331,0.0321052631578947,0
160,most,1188,905,86,21,0,1231.0,915.5,0.0145631067961165,0.0452631578947368,0
161,recent,1300,905,128,21,0,1364.0,915.5,0.0145631067961165,0.0673684210526315,0
162,"player,",1452,902,146,30,0,1525.0,917.0,0.0208044382801664,0.0768421052631578,0
163,male,1628,902,86,24,0,1671.0,914.0,0.0166435506241331,0.0452631578947368,0
164,or,1740,909,39,17,0,1759.5,917.5,0.0117891816920943,0.0205263157894736,0
165,"female,",3,992,143,28,0,74.5,1006.0,0.0194174757281553,0.0752631578947368,0
166,to,179,995,39,21,0,198.5,1005.5,0.0145631067961165,0.0205263157894736,0
167,have,243,992,85,24,0,285.5,1004.0,0.0166435506241331,0.0447368421052631,0
168,held,353,992,87,24,0,396.5,1004.0,0.0166435506241331,0.0457894736842105,0
169,all,464,992,61,24,0,494.5,1004.0,0.0166435506241331,0.0321052631578947,0
170,four,553,993,82,23,0,594.0,1004.5,0.0159500693481276,0.0431578947368421,0
171,major,660,991,107,31,0,713.5,1006.5,0.0214979195561719,0.0563157894736842,0
172,singles,795,991,149,31,0,869.5,1006.5,0.0214979195561719,0.0784210526315789,0
173,titles,971,991,127,25,0,1034.5,1003.5,0.0173370319001386,0.0668421052631579,0
174,simultaneously,1125,991,304,30,0,1277.0,1006.0,0.0208044382801664,0.16,0
175,(2002-03,1462,992,163,27,0,1543.5,1005.5,0.0187239944521497,0.0857894736842105,0
176,and,1652,992,64,24,0,1684.0,1004.0,0.0166435506241331,0.0336842105263157,0
177,"2014-15),",2,1082,188,28,0,96.0,1096.0,0.0194174757281553,0.0989473684210526,0
178,the,223,1082,61,24,0,253.5,1094.0,0.0166435506241331,0.0321052631578947,0
179,fifth,311,1081,107,25,0,364.5,1093.5,0.0173370319001386,0.0563157894736842,0
180,woman,440,1089,110,17,0,495.0,1097.5,0.0117891816920943,0.0578947368421052,0
181,ever,574,1089,83,17,0,615.5,1097.5,0.0117891816920943,0.0436842105263157,0
182,to,685,1085,39,21,0,704.5,1095.5,0.0145631067961165,0.0205263157894736,0
183,do,749,1082,41,24,0,769.5,1094.0,0.0166435506241331,0.021578947368421,0
184,so,817,1088,39,18,0,836.5,1097.0,0.0124826629680998,0.0205263157894736,0
185,and,882,1082,64,24,0,914.0,1094.0,0.0166435506241331,0.0336842105263157,0
186,only,970,1082,85,29,0,1012.5,1096.5,0.0201109570041608,0.0447368421052631,0
187,the,1081,1082,61,24,0,1111.5,1094.0,0.0166435506241331,0.0321052631578947,0
188,third,1169,1081,107,25,0,1222.5,1093.5,0.0173370319001386,0.0563157894736842,0
189,"player,",1298,1082,146,30,0,1371.0,1097.0,0.0208044382801664,0.0768421052631578,0
190,male,1474,1082,86,24,0,1517.0,1094.0,0.0166435506241331,0.0452631578947368,0
191,or,1586,1089,39,17,0,1605.5,1097.5,0.0117891816920943,0.0205263157894736,0
192,"female,",1653,1082,143,28,0,1724.5,1096.0,0.0194174757281553,0.0752631578947368,0
193,to,1829,1085,39,21,0,1848.5,1095.5,0.0145631067961165,0.0205263157894736,0
194,achieve,2,1171,150,25,0,77.0,1183.5,0.0173370319001386,0.0789473684210526,0
195,this,179,1171,83,25,0,220.5,1183.5,0.0173370319001386,0.0436842105263157,0
196,record,288,1172,130,24,0,353.0,1184.0,0.0166435506241331,0.0684210526315789,0
197,twice,443,1171,105,25,0,495.5,1183.5,0.0173370319001386,0.0552631578947368,0
198,after,574,1173,105,23,0,626.5,1184.5,0.0159500693481276,0.0552631578947368,0
199,Rod,705,1172,65,24,0,737.5,1184.0,0.0166435506241331,0.0342105263157894,0
200,Laver,794,1175,105,21,0,846.5,1185.5,0.0145631067961165,0.0552631578947368,0
201,and,926,1172,64,24,0,958.0,1184.0,0.0166435506241331,0.0336842105263157,0
202,Steffi,1014,1171,128,25,0,1078.0,1183.5,0.0173370319001386,0.0673684210526315,0
203,Graf.,1167,1173,101,23,0,1217.5,1184.5,0.0159500693481276,0.0531578947368421,0
204,She,1300,1172,62,24,0,1331.0,1184.0,0.0166435506241331,0.0326315789473684,0
205,is,1390,1171,38,25,0,1409.0,1183.5,0.0173370319001386,0.02,0
206,also,1454,1172,84,24,0,1496.0,1184.0,0.0166435506241331,0.0442105263157894,0
207,the,1565,1172,61,24,0,1595.5,1184.0,0.0166435506241331,0.0321052631578947,0
208,most,1650,1175,86,21,0,1693.0,1185.5,0.0145631067961165,0.0452631578947368,0
209,recent,1762,1175,128,21,0,1826.0,1185.5,0.0145631067961165,0.0673684210526315,0
210,"player,",0,1262,146,30,0,73.0,1277.0,0.0208044382801664,0.0768421052631578,0
211,together,179,1262,170,30,0,264.0,1277.0,0.0208044382801664,0.0894736842105263,0
212,with,374,1261,88,25,0,418.0,1273.5,0.0173370319001386,0.0463157894736842,0
213,her,485,1262,62,24,0,516.0,1274.0,0.0166435506241331,0.0326315789473684,0
214,sister,575,1261,126,25,0,638.0,1273.5,0.0173370319001386,0.0663157894736842,0
215,Venus,726,1265,108,21,0,780.0,1275.5,0.0145631067961165,0.0568421052631578,0
216,"Williams,",858,1261,190,29,0,953.0,1275.5,0.0201109570041608,0.1,0
217,to,1081,1265,39,21,0,1100.5,1275.5,0.0145631067961165,0.0205263157894736,0
218,have,1145,1262,85,24,0,1187.5,1274.0,0.0166435506241331,0.0447368421052631,0
219,held,1255,1262,87,24,0,1298.5,1274.0,0.0166435506241331,0.0457894736842105,0
220,all,1366,1262,61,24,0,1396.5,1274.0,0.0166435506241331,0.0321052631578947,0
221,four,1455,1263,82,23,0,1496.0,1274.5,0.0159500693481276,0.0431578947368421,0
222,Grand,1563,1262,109,24,0,1617.5,1274.0,0.0166435506241331,0.0573684210526315,0
223,Slam,1696,1262,86,24,0,1739.0,1274.0,0.0166435506241331,0.0452631578947368,0
224,women's,0,1355,152,21,0,76.0,1365.5,0.0145631067961165,0.08,0
225,doubles,177,1352,151,24,0,252.5,1364.0,0.0166435506241331,0.0794736842105263,0
226,titles,355,1351,127,25,0,418.5,1363.5,0.0173370319001386,0.0668421052631579,0
227,simultaneously,509,1351,304,30,0,661.0,1366.0,0.0208044382801664,0.16,0
228,(2009-10).,846,1352,202,27,0,947.0,1365.5,0.0187239944521497,0.1063157894736842,0
229,Her,1079,1355,62,21,0,1110.0,1365.5,0.0145631067961165,0.0326315789473684,0
230,total,1169,1352,104,24,0,1221.0,1364.0,0.0166435506241331,0.0547368421052631,0
231,of,1300,1353,39,23,0,1319.5,1364.5,0.0159500693481276,0.0205263157894736,0
232,21,1366,1355,39,21,0,1385.5,1365.5,0.0145631067961165,0.0205263157894736,0
233,Grand,1431,1352,109,24,0,1485.5,1364.0,0.0166435506241331,0.0573684210526315,0
234,Slam,1564,1352,86,24,0,1607.0,1364.0,0.0166435506241331,0.0452631578947368,0
235,singles,1675,1351,149,31,0,1749.5,1366.5,0.0214979195561719,0.0784210526315789,0
236,titles,3,0,127,25,1,66.5,12.5,0.0173370319001386,0.0668421052631579,0
237,is,158,0,38,25,1,177.0,12.5,0.0173370319001386,0.02,0
238,third,223,0,107,25,1,276.5,12.5,0.0173370319001386,0.0563157894736842,0
239,on,354,8,42,17,1,375.0,16.5,0.0117891816920943,0.0221052631578947,0
240,the,421,1,61,24,1,451.5,13.0,0.0166435506241331,0.0321052631578947,0
241,all-time,508,0,172,25,1,594.0,12.5,0.0173370319001386,0.0905263157894736,0
242,list,707,0,83,25,1,748.5,12.5,0.0173370319001386,0.0436842105263157,0
243,behind,814,0,132,25,1,880.0,12.5,0.0173370319001386,0.0694736842105263,0
244,Margaret,968,4,174,27,1,1055.0,17.5,0.0187239944521497,0.091578947368421,0
245,Court,1168,4,106,21,1,1221.0,14.5,0.0145631067961165,0.0557894736842105,0
246,(24),1308,1,68,27,1,1342.0,14.5,0.0187239944521497,0.0357894736842105,0
247,and,1410,1,64,24,1,1442.0,13.0,0.0166435506241331,0.0336842105263157,0
248,Steffi,1498,0,128,25,1,1562.0,12.5,0.0173370319001386,0.0673684210526315,0
249,Graf,1651,2,84,23,1,1693.0,13.5,0.0159500693481276,0.0442105263157894,0
250,"(22),",1770,1,92,28,1,1816.0,15.0,0.0194174757281553,0.0484210526315789,0
251,and,2,91,64,24,1,34.0,103.0,0.0166435506241331,0.0336842105263157,0
252,second,91,91,129,24,1,155.5,103.0,0.0166435506241331,0.0678947368421052,0
253,in,246,90,40,25,1,266.0,102.5,0.0173370319001386,0.0210526315789473,0
254,the,311,91,61,24,1,341.5,103.0,0.0166435506241331,0.0321052631578947,0
255,Open,397,94,87,27,1,440.5,107.5,0.0187239944521497,0.0457894736842105,0
256,"Era,",508,94,78,25,1,547.0,106.5,0.0173370319001386,0.0410526315789473,0
257,behind,616,90,132,25,1,682.0,102.5,0.0173370319001386,0.0694736842105263,0
258,only,772,91,85,29,1,814.5,105.5,0.0201109570041608,0.0447368421052631,0
259,Graf.,881,92,101,23,1,931.5,103.5,0.0159500693481276,0.0531578947368421,0
260,She,1014,91,62,24,1,1045.0,103.0,0.0166435506241331,0.0326315789473684,0
261,is,1104,90,38,25,1,1123.0,102.5,0.0173370319001386,0.02,0
262,the,1169,91,61,24,1,1199.5,103.0,0.0166435506241331,0.0321052631578947,0
263,only,1256,91,85,29,1,1298.5,105.5,0.0201109570041608,0.0447368421052631,0
264,tennis,1367,90,127,25,1,1430.5,102.5,0.0173370319001386,0.0668421052631579,0
265,player,1518,91,129,30,1,1582.5,106.0,0.0208044382801664,0.0678947368421052,0
266,-,1678,103,10,3,1,1683.0,104.5,0.0020804438280166,0.0052631578947368,0
267,female,1719,91,127,24,1,1782.5,103.0,0.0166435506241331,0.0668421052631579,0
268,or,2,188,39,17,1,21.5,196.5,0.0117891816920943,0.0205263157894736,0
269,male,66,181,86,24,1,109.0,193.0,0.0166435506241331,0.0452631578947368,0
270,-,182,193,10,3,1,187.0,194.5,0.0020804438280166,0.0052631578947368,0
271,to,223,184,39,21,1,242.5,194.5,0.0145631067961165,0.0205263157894736,0
272,have,287,181,85,24,1,329.5,193.0,0.0166435506241331,0.0447368421052631,0
273,won,396,188,66,17,1,429.0,196.5,0.0117891816920943,0.0347368421052631,0
274,singles,487,180,149,31,1,561.5,195.5,0.0214979195561719,0.0784210526315789,0
275,titles,663,180,127,25,1,726.5,192.5,0.0173370319001386,0.0668421052631579,0
276,at,816,184,40,21,1,836.0,194.5,0.0145631067961165,0.0210526315789473,0
277,least,883,181,105,24,1,935.5,193.0,0.0166435506241331,0.0552631578947368,0
278,six,1015,180,63,25,1,1046.5,192.5,0.0173370319001386,0.0331578947368421,0
279,times,1103,180,105,25,1,1155.5,192.5,0.0173370319001386,0.0552631578947368,0
280,in,1236,180,40,25,1,1256.0,192.5,0.0173370319001386,0.0210526315789473,0
281,three,1301,181,105,24,1,1353.5,193.0,0.0166435506241331,0.0552631578947368,0
282,of,1432,182,39,23,1,1451.5,193.5,0.0159500693481276,0.0205263157894736,0
283,the,1499,181,61,24,1,1529.5,193.0,0.0166435506241331,0.0321052631578947,0
284,four,1587,182,82,23,1,1628.0,193.5,0.0159500693481276,0.0431578947368421,0
285,Grand,1695,181,109,24,1,1749.5,193.0,0.0166435506241331,0.0573684210526315,0
286,Slam,2,271,86,24,1,45.0,283.0,0.0166435506241331,0.0452631578947368,0
287,tournaments.,113,274,253,21,1,239.5,284.5,0.0145631067961165,0.1331578947368421,0
288,She,398,271,62,24,1,429.0,283.0,0.0166435506241331,0.0326315789473684,0
289,has,485,271,63,24,1,516.5,283.0,0.0166435506241331,0.0331578947368421,0
290,won,572,278,66,17,1,605.0,286.5,0.0117891816920943,0.0347368421052631,0
291,13,663,274,38,21,1,682.0,284.5,0.0145631067961165,0.02,0
292,Grand,727,271,109,24,1,781.5,283.0,0.0166435506241331,0.0573684210526315,0
293,Slam,860,271,86,24,1,903.0,283.0,0.0166435506241331,0.0452631578947368,0
294,doubles,969,271,151,24,1,1044.5,283.0,0.0166435506241331,0.0794736842105263,0
295,titles,1147,270,127,25,1,1210.5,282.5,0.0173370319001386,0.0668421052631579,0
296,with,1298,270,88,25,1,1342.0,282.5,0.0173370319001386,0.0463157894736842,0
297,her,1409,271,62,24,1,1440.0,283.0,0.0166435506241331,0.0326315789473684,0
298,sister,1499,270,126,25,1,1562.0,282.5,0.0173370319001386,0.0663157894736842,0
299,"Venus,",1650,274,124,25,1,1712.0,286.5,0.0173370319001386,0.0652631578947368,0
300,and,1806,271,64,24,1,1838.0,283.0,0.0166435506241331,0.0336842105263157,0
301,the,3,361,61,24,1,33.5,373.0,0.0166435506241331,0.0321052631578947,0
302,pair,88,360,85,31,1,130.5,375.5,0.0214979195561719,0.0447368421052631,0
303,is,202,360,38,25,1,221.0,372.5,0.0173370319001386,0.02,0
304,unbeaten,265,361,175,24,1,352.5,373.0,0.0166435506241331,0.0921052631578947,0
305,in,466,360,40,25,1,486.0,372.5,0.0173370319001386,0.0210526315789473,0
306,Grand,529,361,109,24,1,583.5,373.0,0.0166435506241331,0.0573684210526315,0
307,Slam,662,361,86,24,1,705.0,373.0,0.0166435506241331,0.0452631578947368,0
308,tournament,773,364,215,21,1,880.5,374.5,0.0145631067961165,0.1131578947368421,0
309,finals.,1015,360,143,25,1,1086.5,372.5,0.0173370319001386,0.0752631578947368,0
310,Williams,1188,360,174,25,1,1275.0,372.5,0.0173370319001386,0.091578947368421,0
311,is,1390,360,38,25,1,1409.0,372.5,0.0173370319001386,0.02,0
312,also,1454,361,84,24,1,1496.0,373.0,0.0166435506241331,0.0442105263157894,0
313,a,1564,368,19,17,1,1573.5,376.5,0.0117891816920943,0.01,0
314,five-time,1609,360,193,25,1,1705.5,372.5,0.0173370319001386,0.101578947368421,0
315,winner,0,450,129,25,1,64.5,462.5,0.0173370319001386,0.0678947368421052,0
316,of,156,452,39,23,1,175.5,463.5,0.0159500693481276,0.0205263157894736,0
